record_id,in_date,day_name,out_date
1EQGGxw_z1twGq7StjGZ3A,2016-01-06,Wednesday,2016-01-16
a7IO2AOUEalHOc7uFEQt4A,2016-01-07,Thursday,NULL
TmaNrkU4-y9Drzy9m24W0g,2016-01-07,Thursday,2016-01-16
Hj3pQ-K3pq7uINBjWCACcA,2016-01-07,Thursday,2016-01-16
Qgyqq4y5oJQ-te2N4S8w5w,2016-01-07,Thursday,2016-01-23
olK4-lm6-FC3Wb6kWe0Llg,2016-01-07,Thursday,2016-01-17
jsjBm2Jjc_MwGvKFYByEtQ,2016-01-07,Thursday,2016-01-16
a1JqcQ_m_RimBb8vy-8rFA,2016-01-07,Thursday,2016-01-22
B8B7smlnhl1VuNKjcTCV-Q,2016-01-07,Thursday,2016-01-15
EB3LXLBnEgiILcnbKrPwlQ,2016-01-07,Thursday,2016-01-15
-lQHLQDY9vhdg5d6Udjygw,2016-01-07,Thursday,2016-01-15
ViCRBJtKMNYG-Ia7x85UdA,2016-01-07,Thursday,2016-01-14
3IUYO_POXqkWmBL6aQp0pA,2016-01-07,Thursday,2016-01-14
EUGf1ljSCRilq_-PL31QOg,2016-01-07,Thursday,2016-01-17
jYRykxMZjxeFXvojJq5MpA,2016-01-07,Thursday,2016-01-15
BI3N66dzdTivKALUDzKK8g,2016-01-07,Thursday,2016-01-29
lmUgOV6KFGuWv3CxWkkzUA,2016-01-07,Thursday,2016-01-25
EFwNW-aBoHUVc_TocH47Pg,2016-01-07,Thursday,2016-01-15
7YD2U9yXGTBB219cckaJRQ,2016-01-07,Thursday,2016-01-28
oX5EQg4NXoBS0ZEWylAKdA,2016-01-07,Thursday,2016-01-17
jSqQ0hEnMtW7Vk9HbVchTw,2016-01-07,Thursday,2016-02-01
iq4cjO5knEXtt4MzydQAGg,2016-01-07,Thursday,2016-01-16
F6toQk5-qA_WO4o6rQNByQ,2016-01-07,Thursday,2016-01-16
D-Bpgh_1iP751UxDF-tZHQ,2016-01-07,Thursday,2016-01-28
T5fqG-zqyKbLfv2fNb9_lA,2016-01-08,Friday,2016-01-15
cYrOEJr4B1pih2d17G-HtQ,2016-01-08,Friday,NULL
AuQW4RW34eqHW2zGX8qaSw,2016-01-08,Friday,2016-01-15
nYOQ4WPxGEioC5sjsxx9NQ,2016-01-08,Friday,2016-01-16
s8BpW-PpwERUn-Ca6oRiqw,2016-01-08,Friday,2016-01-17
kqLW26DqkzQxkQkCysrRBg,2016-01-08,Friday,2016-02-01
5fAEzdAXENftaGT2wjCLEA,2016-01-08,Friday,2016-01-18
2h-fLlQfyiEAxHJ9HRAf8g,2016-01-08,Friday,2016-01-17
3yLQ9ZbRQg747nMC2MnwBA,2016-01-08,Friday,2016-02-02
EdTLNg16V7yvk90f_08zzw,2016-01-08,Friday,2016-01-17
yLiWX6g_LAo0vraVN2e89g,2016-01-08,Friday,2016-01-17
EBafnShrgsmPIpR4eIb5mA,2016-01-08,Friday,2016-01-17
NRiVJBiaCSb1SFCjsnW5aw,2016-01-08,Friday,2016-01-24
0CtVRZ6EAuaAEo1m0Bjd9g,2016-01-08,Friday,2016-01-17
mb1Syw2I-__15Z2vBaJ3sA,2016-01-08,Friday,2016-01-15
jj1incrOTDhPlJAU-ivQNg,2016-01-08,Friday,2016-01-16
wnB5c2oDVDbRpCM3RJyT0Q,2016-01-08,Friday,2016-01-18
3yLQ9ZbRQg747nMC2MnwBA,2016-01-08,Friday,2016-02-02
M-xyFR4DCM1v6vzFcFd9iA,2016-01-08,Friday,2016-01-17
xObSkRorfntXQ04noUcSxQ,2016-01-08,Friday,2016-01-18
AV1R4xu9Wtel1qZxjaJTOQ,2016-01-08,Friday,2016-01-15
zOVKwuQbZJUCYODL9Les4Q,2016-01-08,Friday,2016-01-16
yHf2tXuZbpW1kDZE8G0X4w,2016-01-08,Friday,2016-01-16
Cincas2GgV3nYrnn6G9JlQ,2016-01-08,Friday,2016-01-16
bSHMNnwYvG1v0eCrZ84_Fw,2016-01-08,Friday,2016-01-16
WEqyTITaxLNnowDJ_IrOkw,2016-01-08,Friday,2016-01-15
K_a_djyZUCGcgDDNo737JA,2016-01-08,Friday,2016-01-18
9MWK9QaXcca5MJhMQ6hu4w,2016-01-08,Friday,2016-01-16
IvFMi7lewNKlQKia2xHtuQ,2016-01-08,Friday,2016-01-18
ztq0Pw0ftyjiby1MSdnw8w,2016-01-09,Saturday,2016-01-17
bg0iWv5IGN6IWsOX9-04Ug,2016-01-09,Saturday,NULL
Yq9Gno2aEMvf_EgV0nfNkw,2016-01-09,Saturday,2016-01-19
SDuUthnd3eSO2W8M9zFImw,2016-01-09,Saturday,2016-01-17
WstWTsj9WVn97OFCzRBGoQ,2016-01-09,Saturday,2016-01-19
BkgB1f7t4Qs5PUqixextSw,2016-01-10,Sunday,2016-01-20
edNFwMMLtwdDHTEKsaOeaw,2016-01-10,Sunday,2016-01-19
BkgB1f7t4Qs5PUqixextSw,2016-01-10,Sunday,2016-01-20
9NzHyOHQi706jUrEXXMPTA,2016-01-10,Sunday,2016-01-19
XuRP4nEN5sOKD5X2M3jbHA,2016-01-11,Monday,2016-01-20
O2vOTpHVlvuolxecWSbwgw,2016-01-11,Monday,2016-01-21
nyklDaAu7naCDvijknl1Ng,2016-01-11,Monday,2016-01-19
FtNARzi0lX3WAP3Z8OTSSA,2016-01-11,Monday,2016-01-18
KChapsU1Z2wsXRI6uWlNoA,2016-01-12,Tuesday,2016-01-22
lUE8nMA2E_kTeCnB7h1rpg,2016-01-12,Tuesday,2016-01-22
tu3-0jXzAaqtJObaxb1sfQ,2016-01-12,Tuesday,2016-01-22
UOHsnM30lVc3eSNW8e658g,2016-01-12,Tuesday,2016-01-22
P0gjT3zA5csuL4HNQ5n5TQ,2016-01-12,Tuesday,2016-01-21
TQl2Z1VbXwV3quSDomC0fw,2016-01-12,Tuesday,2016-01-19
Wk1eIanVTwxwmAIwp_jn6w,2016-01-12,Tuesday,2016-01-21
AuoCsRMC65iE-1qfIPKJUw,2016-01-12,Tuesday,2016-01-30
IKajZi-UTeveFgVuG7vh8w,2016-01-12,Tuesday,2016-01-22
IDHx73fIHfNrxilKYZUGGA,2016-01-12,Tuesday,2016-01-22
rxkSsiW48MhgMceKWcry2g,2016-01-12,Tuesday,2016-01-22
Pm3ea2bCli-b0h19wFvoqg,2016-01-12,Tuesday,2016-01-22
EtZpwcR9QdPGlH8C1Y0dsg,2016-01-12,Tuesday,2016-01-20
u6k_oYWGQ8j4cndAwpkfqw,2016-01-12,Tuesday,2016-01-20
Xlwyh8KUcLjGesOV6-LLdw,2016-01-12,Tuesday,2016-01-20
p4YXFOQEAx-WbpaCFtv9Jw,2016-01-12,Tuesday,2016-01-22
Fm5OuXRnssfurS33ZUSkeg,2016-01-12,Tuesday,2016-01-19
GSr8QQfLUA-F45QQRYshhw,2016-01-12,Tuesday,2016-01-20
atdrw1ntVJarEzNLpHEnqg,2016-01-12,Tuesday,2016-01-20
iw1v_cv8S1B9cTp4fJcDZg,2016-01-12,Tuesday,2016-01-22
EEcPqvZBt2MyVOHNmy-LlA,2016-01-12,Tuesday,2016-01-22
uMv8JzhsOthtMJnGWdRK9Q,2016-01-12,Tuesday,2016-01-21
taB3A7-VDHkKUR2Hdyw9Ng,2016-01-12,Tuesday,2016-01-19
60pOGu-poLMn_5gbeF8ocQ,2016-01-12,Tuesday,2016-01-19
ahaGv4y0PUaGVfZDE8oBoA,2016-01-12,Tuesday,2016-01-20
4yWDv9ktBVf9Ym6hTS0sPg,2016-01-12,Tuesday,2016-01-19
Kj8ULSQt1j-1c96gwLwwyA,2016-01-12,Tuesday,2016-01-19
Wgw6GfRjniZ5KTodrxLAiQ,2016-01-12,Tuesday,2016-01-20
L44il-3u00JnxoOrVbq_ig,2016-01-12,Tuesday,2016-01-21
RlTJo6QwsFADsoKYSvCE_g,2016-01-12,Tuesday,2016-01-20
W11KRd6FzMZCSnA8G5PuBA,2016-01-12,Tuesday,2016-01-21
T1m4oJJ0UvpYAWvX7slEFg,2016-01-13,Wednesday,2016-01-20
n2LxWV0VEGVs1J_vfR7-4A,2016-01-13,Wednesday,2016-01-20
TIVHzPoe4o1544hqWyFEcA,2016-01-13,Wednesday,2016-01-21
HY1eHCuMqUhnE6s-LE5fJw,2016-01-13,Wednesday,2016-01-21
agFPBfx2GkmHDYzEXczVHg,2016-01-13,Wednesday,2016-01-20
JrRipllyQN-0bCLV04LefQ,2016-01-13,Wednesday,2016-01-20
JgQDQCJBBwFDj9HYYnO3bA,2016-01-13,Wednesday,2016-01-20
A5ctBvFN7RpjVpumZzUrKQ,2016-01-13,Wednesday,2016-02-07
0jTi3UdUMpf2iGPdaQwW_w,2016-01-13,Wednesday,2016-01-20
9KIs9Nugb-R3WnoUuCpkjQ,2016-01-13,Wednesday,2016-01-21
TIVHzPoe4o1544hqWyFEcA,2016-01-13,Wednesday,2016-01-21
Rz8NTMUVqru3TA8m3fwm9Q,2016-01-13,Wednesday,2016-01-23
LyW2AAOBMvgkgO9cUfSgNw,2016-01-13,Wednesday,2016-01-22
hAHnZ9mdNpZ4vGa0VlDqEg,2016-01-13,Wednesday,2016-01-20
qEmSnkwluJnN2ZZkHnx9qQ,2016-01-13,Wednesday,2016-01-23
ZHvOodyBQszmC-eaapBWFQ,2016-01-13,Wednesday,2016-02-04
ndh1f8JDCupPkt8q_SAApA,2016-01-13,Wednesday,2016-01-23
HvlKjjF4IeSXhe22GFyOKQ,2016-01-13,Wednesday,2016-01-20
2HcfyoyUzyCg8EXYKDVqKQ,2016-01-13,Wednesday,2016-01-21
ZesenKMfQdwoFEDafS8Vvw,2016-01-13,Wednesday,2016-01-22
J5uUzoq7Ge91QbdQyJgNhA,2016-01-13,Wednesday,2016-01-20
RzfEjvCUfLPc_fmSvboVwg,2016-01-13,Wednesday,2016-01-22
7trC5zymnt-1m5yRjwfMwg,2016-01-13,Wednesday,2016-01-21
jK3vdLKYvFtcTcRMXocMnQ,2016-01-13,Wednesday,2016-01-26
NxFmks2jBHG-sJK3U92Axw,2016-01-13,Wednesday,2016-01-22
PbUA2mK-9u41uErSvByccw,2016-01-13,Wednesday,2016-01-20
LxZLwY7utC3Ghiaw9qvm6Q,2016-01-13,Wednesday,2016-01-23
KCYm87dpNtuDg2kBb-06ZA,2016-01-13,Wednesday,2016-01-22
cfSy-VIjrho-NDlRRosEtA,2016-01-13,Wednesday,2016-01-20
DkiTZFY31U8FjU1oHDS95w,2016-01-13,Wednesday,2016-01-20
iRY2sLYFT0PfgSCTI_6MGw,2016-01-13,Wednesday,2016-02-03
rolx1DDm476Gyva7BWFRFg,2016-01-13,Wednesday,2016-01-29
U5MJConephdDYbH6bYNAZA,2016-01-13,Wednesday,2016-01-21
zDN9C5O1RRVbBrcUsyth4w,2016-01-13,Wednesday,2016-01-23
WopFMYprhFUa3aFjBvnz0g,2016-01-13,Wednesday,2016-01-23
Oz1mua6h134rtkkBbJglwA,2016-01-13,Wednesday,2016-01-20
uDHyheuDjyYiLw-hawX2kA,2016-01-13,Wednesday,2016-01-20
ur-jVV4iiWGKL-lEzFlhsw,2016-01-13,Wednesday,2016-02-04
5_QD3cBR8n1ohqN2_yPH_g,2016-01-13,Wednesday,2016-01-20
41LoHEz8dXeHVib9K66PRw,2016-01-14,Thursday,2016-01-24
XD3B6OyygpxUws_a4R75uA,2016-01-14,Thursday,2016-01-23
piOZ1n6AuG_Es1vHrvOMKA,2016-01-14,Thursday,2016-01-22
0cE15jl1QxTzDJrmZy6sYw,2016-01-14,Thursday,2016-01-22
IJoxEFWFZLWb2V_rvBDdOQ,2016-01-14,Thursday,2016-01-24
WOe25F90pRi8l4FZCR2-zA,2016-01-14,Thursday,2016-01-22
Trlvmg3VwkDhIQ_uSHwFNg,2016-01-14,Thursday,2016-01-24
dw0q6o1sgGuURAJRcADlYg,2016-01-14,Thursday,2016-01-24
YNsfbyqgryr3vCONogVJCA,2016-01-14,Thursday,2016-01-23
0mFqZvN7mc9bM5ixGECuxw,2016-01-14,Thursday,2016-01-24
IbfAMdnMYsW6mW1IxV_rqw,2016-01-14,Thursday,2016-01-23
sSczM28Bi0QgjjxT71BTLw,2016-01-14,Thursday,2016-01-22
w0G9C20NkcGQzrqCTAQr-g,2016-01-14,Thursday,2016-01-22
-vkwzq4EUzGnJxcLFGQ4PA,2016-01-14,Thursday,2016-01-23
E4y6lNmlrKr_j1ztQAwGRw,2016-01-14,Thursday,2016-01-22
uCQGwnYHZ5mhD1H_YbmvHA,2016-01-14,Thursday,2016-01-29
ZVNUJgr21jWM9X-brBtI6g,2016-01-14,Thursday,2016-01-24
RqAboGWk1Bjhj1WYNkR5Yw,2016-01-14,Thursday,2016-01-21
wc-AZxkBVG49r1LrVvDsEQ,2016-01-14,Thursday,2016-01-21
IV-ER6BeJM5aRb2SGVjSRQ,2016-01-14,Thursday,2016-01-22
uCQGwnYHZ5mhD1H_YbmvHA,2016-01-14,Thursday,2016-01-29
lWtRL4EPVM3YLYypv1Zjvg,2016-01-14,Thursday,2016-01-24
iSNIEtAe2fjHyuoBEvaQiw,2016-01-14,Thursday,NULL
mrhb48IM-Vb-NrIkbsRJeA,2016-01-14,Thursday,NULL
LKF_Gi-9cBmJ8XsSf_OfMQ,2016-01-14,Thursday,NULL
Y4KXIFFOmVE0qJL2RGx6vg,2016-01-14,Thursday,2016-01-21
rZ5GrQylZ7g-K-mcLw4Erg,2016-01-14,Thursday,2016-01-22
eheAc8Jh2AhyuvYtQLOerw,2016-01-14,Thursday,2016-01-22
oZk9GKvORe2VgcbT97N2Yw,2016-01-14,Thursday,2016-01-24
NF9hyLUoYEn5q6RORT_rkg,2016-01-14,Thursday,2016-01-24
bPqsqM4fpRJT7-4WRh7BOg,2016-01-14,Thursday,2016-01-23
G22MSLUSTiewn7O3FOsfLA,2016-01-14,Thursday,2016-01-24
qTlZPiNUcUImJlbUsunMcA,2016-01-14,Thursday,2016-01-22
QziMHXuQtcWR-xUNBywatw,2016-01-14,Thursday,2016-01-24
o65ATFVccfmd8PMp3X7YaA,2016-01-14,Thursday,2016-01-24
15rBuOwqmmfw-5ftei4I4w,2016-01-14,Thursday,2016-02-06
sZubZejhB-4QRRU2_9LyCw,2016-01-14,Thursday,2016-01-24
3Kt7sTH6tII07gCNx66A0g,2016-01-14,Thursday,2016-01-23
AUNqDhypME2s3Zh__TJdaQ,2016-01-14,Thursday,2016-01-22
8HUZMSI7WSJbX684tN557Q,2016-01-14,Thursday,2016-01-21
O2Z84OGZ5B3hPBTZxEcx0Q,2016-01-14,Thursday,2016-01-21
C4Sto5-kbbDBb_Bj19KOhA,2016-01-14,Thursday,2016-01-22
veiz_rZTrPXeVJ4mx9wRUw,2016-01-14,Thursday,2016-01-23
ss4StBIZ_8zxjIWMTzP29A,2016-01-14,Thursday,2016-01-24
XKrB2g3qR5usH4hzsDGBJA,2016-01-14,Thursday,2016-01-23
cs6WMdM1vFx3DSsAh2S0IA,2016-01-14,Thursday,2016-01-24
IV-ER6BeJM5aRb2SGVjSRQ,2016-01-14,Thursday,2016-01-22
h-CF_PK98x6d07OdCo8hGQ,2016-01-14,Thursday,2016-01-24
TmN0PXw8raNdV8YuAciL8w,2016-01-14,Thursday,2016-01-22
-Dgn6mYJwtyoB1qfDoMQng,2016-01-14,Thursday,2016-01-21
AesBT_f-t3ZPQKMBpzRf9Q,2016-01-14,Thursday,2016-01-21
DKrFxfOnUnvNFOpk1UTIug,2016-01-14,Thursday,2016-02-03
fzh3lK0on-uomAZKT_FscQ,2016-01-14,Thursday,2016-01-22
gZMijeu8UPWBc2ktGpbE-w,2016-01-14,Thursday,2016-01-23
dVXDo1bnGlHjj-6Kbz2itQ,2016-01-14,Thursday,2016-01-23
HgMwKTcrNMsc-aV2ZE-x4Q,2016-01-14,Thursday,2016-01-22
cuKBEo0gx-dQD0QL71BFKA,2016-01-14,Thursday,2016-01-22
w0G9C20NkcGQzrqCTAQr-g,2016-01-14,Thursday,2016-01-22
ZzI-L19a9zgeUKjGFK-Nng,2016-01-14,Thursday,2016-01-24
L-OjbJhqi_9NDsFgbGiO_g,2016-01-14,Thursday,2016-01-23
NgPGPWXTtPSNJgm1qkSiDw,2016-01-14,Thursday,2016-01-29
ITnjWmou72-c8SEx9832Ig,2016-01-14,Thursday,2016-01-21
tHf4j73y_CguBQj4wj-x7g,2016-01-14,Thursday,2016-01-22
wc-AZxkBVG49r1LrVvDsEQ,2016-01-14,Thursday,2016-01-21
zG_pkLJC-2z-O-cPnVbPoA,2016-01-14,Thursday,2016-01-22
OyiWeC-Icpqx5dwRWTzBUA,2016-01-14,Thursday,2016-01-24
5cZ236Tm3pz_-Py3fB0GKQ,2016-01-14,Thursday,2016-01-23
po0qMH5_axyb0wyqtwApcw,2016-01-15,Friday,2016-01-22
VeRqrXEQdC_NiWfxZvEO3A,2016-01-15,Friday,2016-01-22
Gl7W_Ejjo02VV_cpOGe0_Q,2016-01-15,Friday,2016-02-07
yUNq7joHCp7MWT4eWvgIaA,2016-01-15,Friday,2016-01-22
nZdOCxHupG1Z7Xvr_sfWXA,2016-01-15,Friday,2016-01-23
BeLRIVY5jV4AoKwwNRr0EA,2016-01-15,Friday,2016-01-22
0CAdWtfSec590-tqgw79hg,2016-01-15,Friday,2016-01-24
wryiEY4K5Dd6fNDUzssiZQ,2016-01-15,Friday,2016-01-22
KxRxHqhGSW9PT77gmuTDjw,2016-01-15,Friday,2016-01-24
XuLD0NYTQQOrzsk_xERk7A,2016-01-15,Friday,2016-01-25
0SiDubMb2KcqdBj97d3-og,2016-01-15,Friday,2016-01-23
0g-gaenx-7I-FDF1E7vvtQ,2016-01-15,Friday,2016-01-25
6y9-fNdSGvJl7PQDsoMSEA,2016-01-15,Friday,2016-01-25
goxkoDMITHwhiCSJPgTxbA,2016-01-15,Friday,2016-01-27
CK3ljLO-lVTp_025KYN8Yw,2016-01-15,Friday,2016-01-22
F2ZbiayQj2_ZsNAKwWpyNg,2016-01-15,Friday,2016-01-22
LwTjCCXVDIwNE5yG40mmfg,2016-01-15,Friday,2016-01-23
zrJzDvgN94xyXM8zm8IDAw,2016-01-15,Friday,2016-01-23
5sI6lVVhqfey-MZv5Qe59g,2016-01-15,Friday,2016-01-22
42cCcdc0kGeV7EhihNyx8g,2016-01-15,Friday,2016-01-22
E3KH64yIRv9MC2NGzS_i7A,2016-01-15,Friday,2016-01-23
BvKCRK56buuH0QJRd7zMiQ,2016-01-15,Friday,2016-01-25
4-MwjirQm4xu6x6C_DCO3g,2016-01-15,Friday,2016-01-23
HAOecuKF2yRHvlqRLygiAQ,2016-01-15,Friday,2016-01-22
t3f9TNZ0n04N-hvLQeEA1g,2016-01-15,Friday,2016-01-22
4xfPMwRpkevK5knXAYOkdA,2016-01-15,Friday,2016-01-24
oAvB-osfPUulH0UFHHWZ9Q,2016-01-15,Friday,2016-01-25
lJWqhUnMZOu-tUrmYS03qg,2016-01-15,Friday,2016-01-24
VTkwy6Da5ovFr_TA-isJwQ,2016-01-15,Friday,2016-01-23
yajEnhe0tBHEcuZg1IyeTw,2016-01-15,Friday,2016-01-23
psNd8xD0dnHknSkPClj7cg,2016-01-15,Friday,2016-01-22
41FW339I1s0v7T23kLf1bw,2016-01-15,Friday,2016-01-23
R3-JvCpko6dDqPMiIIGiyA,2016-01-15,Friday,2016-01-24
V9jA9b9AC3njwCfLiyzloA,2016-01-15,Friday,2016-01-22
lk_RLgKpegfSxOfhESxO6w,2016-01-15,Friday,2016-01-22
NzCi7cUT0QT9tq32OB4eJw,2016-01-15,Friday,2016-01-22
lZpRW6Hdivjlbtk4XF2jKA,2016-01-16,Saturday,2016-01-24
0QrKoZzRu4uZHyljOegMig,2016-01-16,Saturday,2016-01-24
J4dZBP-GifaqIKTWQWNeTg,2016-01-16,Saturday,2016-01-24
cmpvVH3YBgJRFyyhRnx3fQ,2016-01-16,Saturday,2016-01-24
D1QXJ8c8w0B7GH9MRgbd6A,2016-01-16,Saturday,2016-01-26
Nx9jBNmpnoqv66KEcbORtQ,2016-01-16,Saturday,2016-01-24
iQ_CPC5xVQq_4xUIgFJk4w,2016-01-16,Saturday,2016-01-24
04iPO_MB8NEAkO-zqA4Rpg,2016-01-16,Saturday,2016-01-25
se_13nAb1t8bDeoBV9zNpA,2016-01-16,Saturday,2016-01-25
