año;genero;nivel_educativo_aprobado;ubicación;tipo_cargo;zona_atencion;clasificacion_cargo;grado_escalafon;nivel_enseñanza;etnoeducador;area_enseñanza;area_enseñanza_tecnica
2018;F;especialización en educación;establecimiento educativo;docente;zona urbana;docente de aula;2cm;básica secundaria y media;no aplica;educ. etica y en valores;no aplica
2018;M;postgrado en educación;establecimiento educativo;docente;zona urbana;docente de aula;2be;básica secundaria y media;no aplica;ciencias sociales;no aplica
2018;M;especialización en otras áreas;establecimiento educativo;directivo docente;zona urbana;coordinador;2bm;no aplica;no aplica;no aplica;no aplica
2018;M;postgrado en otras áreas;establecimiento educativo;docente;zona urbana;docente de aula;14;básica secundaria y media;no aplica;educ. religiosa;no aplica
2018;M;profesional en otras áreas, no licenciado;establecimiento educativo;docente;zona urbana;docente de aula;2a;básica secundaria y media;no aplica;matemáticas;no aplica
2018;M;postgrado en otras áreas;establecimiento educativo;docente;zona urbana;docente de aula;14;básica secundaria y media;no aplica;ciencias sociales;no aplica
2018;M;postgrado en otras áreas;establecimiento educativo;docente;zona urbana;docente de aula;14;básica secundaria y media;no aplica;tecnología e informática;no aplica
2018;M;profesional en otras áreas, no licenciado;establecimiento educativo;docente;zona rural;docente de aula;2c;básica secundaria y media;no aplica;tecnología e informática;no aplica
2018;M;postgrado en otras áreas;establecimiento educativo;docente;zona urbana;docente de aula;14;básica secundaria y media;no aplica;ciencias sociales;no aplica
2018;M;profesional o licenciado en educación;establecimiento educativo;docente;zona urbana;docente de aula;2b;básica secundaria y media;no aplica;educ. física, recreación y deporte;no aplica
2018;M;postgrado en otras áreas;establecimiento educativo;docente;zona urbana;docente de aula;13;básica secundaria y media;no aplica;humanidades y lengua castellana;no aplica
2018;M;profesional o licenciado en educación;establecimiento educativo;directivo docente;zona urbana;coordinador;2b;no aplica;no aplica;no aplica;no aplica
2018;M;postgrado en otras áreas;establecimiento educativo;docente;zona urbana;docente de aula;14;básica secundaria y media;no aplica;tecnología e informática;no aplica
2018;M;especialización en otras áreas;establecimiento educativo;docente;zona urbana;docente de aula;3bm;básica secundaria y media;no aplica;tecnología e informática;no aplica
2018;M;profesional o licenciado en educación;establecimiento educativo;docente;zona urbana;docente de aula;2b;básica secundaria y media;no aplica;ciencias sociales;no aplica
2018;M;postgrado en educación;establecimiento educativo;directivo docente;zona urbana;coordinador;2ce;no aplica;no aplica;no aplica;no aplica
2018;M;profesional o licenciado en educación;establecimiento educativo;docente;zona urbana;docente de aula;2b;básica secundaria y media;no aplica;matemáticas;no aplica
2018;M;profesional o licenciado en educación;establecimiento educativo;docente;zona urbana;docente de aula;2b;básica secundaria y media;no aplica;tecnología e informática;no aplica
2018;M;postgrado en educación;establecimiento educativo;docente;zona urbana;docente de aula;2ce;básica secundaria y media;no aplica;educ. religiosa;no aplica
2018;M;postgrado en educación;establecimiento educativo;docente;zona urbana;docente de aula;2be;básica secundaria y media;no aplica;educ. artistica - artes plásticas;no aplica
2018;M;profesional o licenciado en educación;establecimiento educativo;docente;zona urbana;docente de aula;2c;básica secundaria y media;no aplica;educ. religiosa;no aplica
2018;M;especialización en educación;establecimiento educativo;docente;zona urbana;docente tutor;3bm;básica secundaria y media;no aplica;matemáticas;no aplica
2018;M;profesional o licenciado en educación;establecimiento educativo;docente;zona urbana;docente de aula;2b;básica secundaria y media;no aplica;educ. física, recreación y deporte;no aplica
2018;M;postgrado en educación;establecimiento educativo;directivo docente;zona urbana;coordinador;14;no aplica;no aplica;no aplica;no aplica
2018;M;postgrado en otras áreas;establecimiento educativo;docente;zona urbana;docente de aula;14;básica secundaria y media;no aplica;educ. física, recreación y deporte;no aplica
2018;M;profesional en otras áreas, no licenciado;establecimiento educativo;docente;zona urbana;docente de aula;2b;básica secundaria y media;no aplica;tecnología e informática;no aplica
2018;M;postgrado en otras áreas;establecimiento educativo;docente;zona urbana;docente de aula;14;básica secundaria y media;no aplica;educ. física, recreación y deporte;no aplica
2018;M;profesional o licenciado en educación;establecimiento educativo;docente;zona urbana;docente de aula;2b;básica secundaria y media;no aplica;ciencias sociales;no aplica
2018;M;profesional o licenciado en educación;establecimiento educativo;docente;zona urbana;docente de aula;2b;básica secundaria y media;no aplica;humanidades y lengua castellana;no aplica
2018;M;postgrado en educación;establecimiento educativo;directivo docente;zona urbana;coordinador;2de;no aplica;no aplica;no aplica;no aplica
2018;F;profesional en otras áreas, no licenciado;establecimiento educativo;docente;zona urbana;docente de aula;2b;básica secundaria y media;no aplica;educ. etica y en valores;no aplica
2018;F;postgrado en otras áreas;establecimiento educativo;docente;zona urbana;docente de aula;14;básica primaria;no aplica;primaria;no aplica
2018;F;especialización en educación;establecimiento educativo;docente;zona urbana;docente de aula;14;básica primaria;no aplica;primaria;no aplica
2018;F;profesional o licenciado en educación;establecimiento educativo;docente;zona urbana;docente de aula;12;básica primaria;no aplica;primaria;no aplica
2018;F;profesional o licenciado en educación;establecimiento educativo;docente;zona urbana;docente de aula;2b;básica secundaria y media;no aplica;humanidades y lengua castellana;no aplica
2018;F;postgrado en otras áreas;establecimiento educativo;docente;zona urbana;docente de aula;14;básica primaria;no aplica;primaria;no aplica
2018;F;profesional o licenciado en educación;establecimiento educativo;docente;zona urbana;docente tutor;2d;básica secundaria y media;no aplica;humanidades y lengua castellana;no aplica
2018;F;postgrado en otras áreas;establecimiento educativo;docente;zona urbana;docente de aula;2be;básica primaria;no aplica;primaria;no aplica
2018;F;profesional o licenciado en educación;establecimiento educativo;docente;zona urbana;docente de aula;2d;básica primaria;no aplica;primaria;no aplica
2018;F;profesional o licenciado en educación;establecimiento educativo;docente;zona urbana;docente de aula;2c;preescolar;no aplica;preescolar;no aplica
2018;F;postgrado en otras áreas;establecimiento educativo;docente;zona urbana;docente de aula;14;básica secundaria y media;no aplica;educ. artistica - artes plásticas;no aplica
2018;M;postgrado en otras áreas;establecimiento educativo;docente;zona urbana;docente de aula;14;básica secundaria y media;no aplica;ciencias naturales y educación ambiental;no aplica
2018;M;postgrado en otras áreas;establecimiento educativo;docente;zona urbana;docente de aula;14;básica primaria;no aplica;primaria;no aplica
2018;M;postgrado en otras áreas;establecimiento educativo;docente;zona urbana;docente de aula;2be;básica secundaria y media;no aplica;ciencias sociales;no aplica
2018;M;postgrado en otras áreas;establecimiento educativo;docente;zona urbana;docente de aula;12;básica secundaria y media;no aplica;matemáticas;no aplica
2018;M;postgrado en otras áreas;establecimiento educativo;directivo docente;zona urbana;rector;14;no aplica;no aplica;no aplica;no aplica
2018;M;postgrado en otras áreas;establecimiento educativo;docente;zona urbana;docente de aula;2ce;básica secundaria y media;no aplica;tecnología e informática;no aplica
2018;M;postgrado en educación;establecimiento educativo;docente;zona urbana;docente de aula;2ae;básica secundaria y media;no aplica;educ. religiosa;no aplica
2018;M;profesional o licenciado en educación;establecimiento educativo;docente;zona urbana;docente de aula;13;básica secundaria y media;no aplica;humanidades y lengua castellana;no aplica
2018;M;profesional o licenciado en educación;establecimiento educativo;docente;zona urbana;docente de aula;2a;básica secundaria y media;no aplica;tecnología e informática;no aplica
2018;M;profesional en otras áreas, no licenciado;establecimiento educativo;docente;zona urbana;docente de aula;2a;básica secundaria y media;no aplica;matemáticas;no aplica
2018;M;postgrado en otras áreas;establecimiento educativo;docente;zona urbana;docente de aula;14;básica secundaria y media;no aplica;ciencias naturales y educación ambiental;no aplica
2018;M;especialización en educación;establecimiento educativo;directivo docente;zona urbana;coordinador;3bm;no aplica;no aplica;no aplica;no aplica
2018;M;postgrado en otras áreas;establecimiento educativo;directivo docente;zona urbana;coordinador;14;no aplica;no aplica;no aplica;no aplica
2018;M;postgrado en otras áreas;establecimiento educativo;docente;zona urbana;docente de aula;14;básica secundaria y media;no aplica;ciencias naturales y educación ambiental;no aplica
2018;M;profesional en otras áreas, no licenciado;establecimiento educativo;docente;zona urbana;docente de aula;13;básica secundaria y media;no aplica;humanidades y lengua castellana;no aplica
2018;M;postgrado en otras áreas;establecimiento educativo;docente;zona urbana;docente de aula;14;básica primaria;no aplica;primaria;no aplica
2018;M;postgrado en otras áreas;establecimiento educativo;docente;zona urbana;docente de aula;2be;básica secundaria y media;no aplica;matemáticas;no aplica
2018;M;postgrado en educación;establecimiento educativo;docente;zona urbana;docente de aula;2ce;básica secundaria y media;no aplica;educ. física, recreación y deporte;no aplica
2018;M;especialización en educación;establecimiento educativo;docente;zona urbana;docente de aula;3cm;básica primaria;no aplica;primaria;no aplica
2018;M;especialización en otras áreas;establecimiento educativo;docente;zona urbana;docente de aula;3am;básica secundaria y media;no aplica;educ. religiosa;no aplica
2018;M;profesional en otras áreas, no licenciado;establecimiento educativo;docente;zona urbana;docente de aula;2c;básica secundaria y media;no aplica;educ. etica y en valores;no aplica
2018;M;postgrado en otras áreas;establecimiento educativo;docente;zona urbana;docente de aula;14;básica secundaria y media;no aplica;educ. física, recreación y deporte;no aplica
2018;M;postgrado en otras áreas;establecimiento educativo;docente;zona urbana;docente de aula;14;básica secundaria y media;no aplica;ciencias sociales;no aplica
